game_id,result,winner,number_of_moves,ended_in_draw,winning_line,move_history
300,Draw,None,9,True,None,"[3, 9, 4, 2, 1, 7, 6, 5, 8]"
301,Draw,None,9,True,None,"[5, 7, 3, 8, 9, 1, 4, 6, 2]"
302,O Win,O,8,False,"(2, 4, 6)","[1, 3, 6, 5, 4, 9, 8, 7]"
303,X Win,X,7,False,"(0, 1, 2)","[2, 6, 4, 8, 3, 5, 1]"
304,X Win,X,7,False,"(1, 4, 7)","[8, 3, 5, 9, 7, 4, 2]"
305,Draw,None,9,True,None,"[9, 8, 7, 5, 2, 3, 6, 1, 4]"
306,X Win,X,9,False,"(1, 4, 7)","[9, 6, 1, 7, 2, 3, 8, 4, 5]"
307,Draw,None,9,True,None,"[3, 7, 9, 6, 5, 1, 8, 2, 4]"
308,O Win,O,8,False,"(0, 4, 8)","[2, 9, 8, 1, 6, 4, 7, 5]"
309,O Win,O,8,False,"(0, 4, 8)","[8, 1, 6, 5, 4, 2, 7, 9]"
310,Draw,None,9,True,None,"[1, 5, 7, 2, 3, 9, 6, 4, 8]"
311,X Win,X,7,False,"(0, 1, 2)","[2, 9, 1, 5, 7, 4, 3]"
312,X Win,X,7,False,"(0, 3, 6)","[7, 6, 4, 5, 8, 9, 1]"
313,X Win,X,7,False,"(6, 7, 8)","[9, 3, 7, 4, 1, 5, 8]"
314,Draw,None,9,True,None,"[7, 3, 8, 2, 1, 4, 6, 9, 5]"
315,Draw,None,9,True,None,"[9, 7, 8, 2, 3, 6, 4, 1, 5]"
316,X Win,X,5,False,"(0, 3, 6)","[4, 2, 1, 9, 7]"
317,Draw,None,9,True,None,"[1, 5, 3, 2, 4, 6, 8, 7, 9]"
318,X Win,X,5,False,"(0, 4, 8)","[1, 8, 5, 3, 9]"
319,X Win,X,7,False,"(2, 5, 8)","[4, 1, 3, 8, 6, 5, 9]"
320,X Win,X,9,False,"(0, 1, 2)","[6, 7, 2, 4, 3, 5, 8, 9, 1]"
321,X Win,X,9,False,"(0, 1, 2)","[1, 4, 8, 9, 6, 7, 2, 5, 3]"
322,X Win,X,7,False,"(2, 4, 6)","[9, 6, 7, 4, 5, 2, 3]"
323,X Win,X,7,False,"(0, 4, 8)","[7, 3, 9, 6, 5, 2, 1]"
324,X Win,X,5,False,"(0, 4, 8)","[5, 3, 9, 6, 1]"
325,Draw,None,9,True,None,"[9, 7, 4, 6, 8, 2, 3, 1, 5]"
326,O Win,O,8,False,"(2, 4, 6)","[4, 7, 8, 1, 6, 5, 2, 3]"
327,X Win,X,9,False,"(2, 4, 6)","[1, 6, 5, 9, 8, 2, 3, 4, 7]"
328,X Win,X,7,False,"(1, 4, 7)","[8, 4, 9, 3, 5, 1, 2]"
329,X Win,X,9,False,"(6, 7, 8)","[4, 2, 8, 6, 3, 5, 7, 1, 9]"
330,O Win,O,8,False,"(6, 7, 8)","[5, 8, 4, 7, 3, 6, 2, 9]"
331,X Win,X,9,False,"(2, 5, 8)","[9, 8, 4, 1, 6, 5, 2, 7, 3]"
332,O Win,O,6,False,"(0, 1, 2)","[7, 1, 6, 3, 4, 2]"
333,O Win,O,8,False,"(6, 7, 8)","[5, 8, 3, 2, 4, 7, 1, 9]"
334,O Win,O,8,False,"(6, 7, 8)","[4, 9, 6, 8, 3, 5, 2, 7]"
335,X Win,X,7,False,"(6, 7, 8)","[8, 3, 7, 4, 2, 5, 9]"
336,X Win,X,9,False,"(0, 3, 6)","[9, 8, 2, 6, 1, 3, 4, 5, 7]"
337,Draw,None,9,True,None,"[7, 3, 9, 8, 2, 1, 6, 4, 5]"
338,O Win,O,8,False,"(0, 4, 8)","[4, 9, 3, 1, 8, 7, 6, 5]"
339,X Win,X,7,False,"(0, 3, 6)","[1, 2, 7, 8, 6, 3, 4]"
340,Draw,None,9,True,None,"[9, 5, 6, 3, 1, 8, 2, 4, 7]"
341,X Win,X,7,False,"(1, 4, 7)","[9, 3, 2, 4, 8, 6, 5]"
342,X Win,X,9,False,"(2, 4, 6)","[5, 8, 1, 4, 7, 9, 6, 2, 3]"
343,X Win,X,9,False,"(3, 4, 5)","[5, 2, 8, 9, 1, 3, 6, 7, 4]"
344,X Win,X,7,False,"(0, 1, 2)","[9, 8, 1, 7, 2, 4, 3]"
345,O Win,O,8,False,"(0, 1, 2)","[8, 7, 6, 3, 9, 1, 5, 2]"
346,Draw,None,9,True,None,"[4, 5, 9, 8, 7, 6, 2, 1, 3]"
347,O Win,O,8,False,"(0, 3, 6)","[5, 1, 3, 6, 2, 7, 9, 4]"
348,X Win,X,7,False,"(6, 7, 8)","[7, 2, 4, 3, 9, 5, 8]"
349,O Win,O,8,False,"(0, 4, 8)","[7, 6, 4, 9, 2, 1, 8, 5]"
350,X Win,X,9,False,"(0, 4, 8)","[1, 3, 6, 4, 2, 8, 9, 7, 5]"
351,X Win,X,7,False,"(0, 3, 6)","[1, 6, 9, 5, 7, 3, 4]"
352,Draw,None,9,True,None,"[9, 7, 4, 2, 8, 6, 1, 5, 3]"
353,X Win,X,5,False,"(1, 4, 7)","[2, 3, 5, 4, 8]"
354,O Win,O,6,False,"(1, 4, 7)","[3, 8, 4, 5, 1, 2]"
355,X Win,X,7,False,"(2, 4, 6)","[1, 6, 5, 4, 7, 2, 3]"
356,X Win,X,9,False,"(0, 4, 8)","[2, 4, 6, 7, 9, 8, 1, 3, 5]"
357,X Win,X,7,False,"(0, 3, 6)","[6, 2, 7, 8, 4, 9, 1]"
358,O Win,O,8,False,"(0, 1, 2)","[5, 8, 4, 1, 9, 3, 7, 2]"
359,Draw,None,9,True,None,"[7, 3, 2, 5, 6, 8, 4, 1, 9]"
360,O Win,O,8,False,"(6, 7, 8)","[3, 8, 4, 6, 5, 9, 1, 7]"
361,X Win,X,9,False,"(2, 4, 6)","[5, 4, 8, 9, 6, 2, 3, 1, 7]"
362,X Win,X,7,False,"(2, 5, 8)","[5, 1, 6, 4, 9, 8, 3]"
363,X Win,X,9,False,"(0, 3, 6)","[8, 6, 4, 9, 7, 2, 3, 5, 1]"
364,O Win,O,8,False,"(2, 4, 6)","[8, 6, 2, 5, 4, 7, 9, 3]"
365,X Win,X,9,False,"(0, 4, 8)","[4, 7, 5, 3, 8, 6, 1, 2, 9]"
366,O Win,O,8,False,"(1, 4, 7)","[9, 1, 7, 5, 3, 8, 4, 2]"
367,X Win,X,9,False,"(3, 4, 5)","[7, 9, 2, 8, 4, 3, 5, 1, 6]"
368,X Win,X,7,False,"(3, 4, 5)","[7, 2, 5, 8, 6, 9, 4]"
369,Draw,None,9,True,None,"[9, 7, 5, 1, 4, 2, 3, 6, 8]"
370,O Win,O,6,False,"(0, 4, 8)","[3, 1, 7, 9, 6, 5]"
371,X Win,X,9,False,"(6, 7, 8)","[7, 2, 1, 3, 6, 5, 9, 4, 8]"
372,X Win,X,9,False,"(3, 4, 5)","[6, 8, 4, 9, 7, 2, 3, 1, 5]"
373,X Win,X,7,False,"(1, 4, 7)","[2, 6, 5, 1, 3, 7, 8]"
374,X Win,X,9,False,"(0, 4, 8)","[5, 7, 4, 2, 9, 8, 3, 6, 1]"
375,X Win,X,7,False,"(2, 4, 6)","[8, 9, 3, 1, 5, 2, 7]"
376,O Win,O,8,False,"(3, 4, 5)","[2, 1, 9, 5, 3, 6, 8, 4]"
377,X Win,X,7,False,"(3, 4, 5)","[9, 3, 6, 2, 5, 8, 4]"
378,X Win,X,7,False,"(2, 4, 6)","[4, 8, 7, 2, 3, 9, 5]"
379,X Win,X,9,False,"(0, 3, 6)","[1, 5, 6, 8, 7, 9, 2, 3, 4]"
380,X Win,X,9,False,"(2, 5, 8)","[5, 2, 7, 1, 9, 4, 6, 8, 3]"
381,X Win,X,9,False,"(0, 3, 6)","[8, 2, 4, 9, 6, 5, 7, 3, 1]"
382,O Win,O,8,False,"(2, 4, 6)","[2, 7, 4, 6, 9, 3, 8, 5]"
383,O Win,O,8,False,"(0, 3, 6)","[2, 4, 5, 1, 6, 8, 3, 7]"
384,X Win,X,7,False,"(6, 7, 8)","[6, 3, 7, 5, 8, 2, 9]"
385,Draw,None,9,True,None,"[7, 8, 2, 5, 9, 3, 6, 1, 4]"
386,X Win,X,5,False,"(1, 4, 7)","[5, 3, 2, 6, 8]"
387,X Win,X,9,False,"(0, 1, 2)","[1, 7, 2, 6, 4, 5, 8, 9, 3]"
388,X Win,X,9,False,"(0, 4, 8)","[8, 7, 6, 4, 5, 2, 1, 3, 9]"
389,X Win,X,9,False,"(3, 4, 5)","[5, 1, 4, 3, 9, 7, 2, 8, 6]"
390,O Win,O,8,False,"(0, 1, 2)","[9, 2, 6, 1, 5, 7, 8, 3]"
391,O Win,O,6,False,"(0, 3, 6)","[8, 4, 5, 1, 3, 7]"
392,X Win,X,7,False,"(0, 1, 2)","[1, 9, 4, 5, 2, 8, 3]"
393,O Win,O,8,False,"(1, 4, 7)","[4, 5, 9, 8, 7, 3, 6, 2]"
394,O Win,O,8,False,"(0, 3, 6)","[3, 4, 9, 2, 5, 1, 8, 7]"
395,O Win,O,8,False,"(2, 4, 6)","[9, 5, 6, 7, 2, 4, 8, 3]"
396,X Win,X,5,False,"(0, 4, 8)","[5, 6, 9, 7, 1]"
397,X Win,X,7,False,"(0, 1, 2)","[3, 8, 1, 5, 4, 6, 2]"
398,X Win,X,5,False,"(2, 5, 8)","[3, 7, 9, 2, 6]"
399,O Win,O,8,False,"(2, 4, 6)","[8, 3, 6, 9, 4, 7, 2, 5]"
400,X Win,X,7,False,"(3, 4, 5)","[2, 3, 6, 8, 5, 7, 4]"
401,X Win,X,5,False,"(1, 4, 7)","[8, 6, 5, 1, 2]"
402,X Win,X,5,False,"(6, 7, 8)","[8, 6, 9, 1, 7]"
403,X Win,X,7,False,"(2, 4, 6)","[7, 4, 5, 2, 8, 6, 3]"
404,O Win,O,6,False,"(6, 7, 8)","[5, 7, 6, 8, 2, 9]"
405,X Win,X,7,False,"(1, 4, 7)","[6, 1, 2, 3, 8, 4, 5]"
406,X Win,X,5,False,"(2, 4, 6)","[3, 9, 5, 1, 7]"
407,O Win,O,6,False,"(2, 4, 6)","[4, 3, 8, 5, 2, 7]"
408,O Win,O,8,False,"(0, 4, 8)","[2, 7, 4, 1, 6, 5, 3, 9]"
409,Draw,None,9,True,None,"[5, 4, 6, 9, 1, 2, 3, 7, 8]"
410,Draw,None,9,True,None,"[2, 4, 7, 3, 9, 8, 1, 5, 6]"
411,X Win,X,9,False,"(3, 4, 5)","[2, 8, 7, 3, 6, 1, 4, 9, 5]"
412,X Win,X,7,False,"(1, 4, 7)","[2, 3, 5, 6, 7, 4, 8]"
413,O Win,O,8,False,"(1, 4, 7)","[3, 4, 1, 8, 9, 2, 7, 5]"
414,X Win,X,7,False,"(2, 4, 6)","[8, 6, 7, 2, 3, 9, 5]"
415,X Win,X,7,False,"(0, 4, 8)","[8, 4, 1, 2, 5, 3, 9]"
416,X Win,X,9,False,"(6, 7, 8)","[7, 6, 4, 3, 2, 5, 8, 1, 9]"
417,O Win,O,8,False,"(2, 4, 6)","[9, 5, 8, 7, 1, 4, 2, 3]"
418,O Win,O,6,False,"(0, 4, 8)","[7, 5, 8, 1, 3, 9]"
419,X Win,X,7,False,"(6, 7, 8)","[7, 2, 3, 6, 9, 1, 8]"
420,X Win,X,9,False,"(3, 4, 5)","[1, 7, 4, 3, 8, 9, 5, 2, 6]"
421,Draw,None,9,True,None,"[2, 1, 7, 3, 4, 8, 5, 6, 9]"
422,Draw,None,9,True,None,"[7, 5, 8, 9, 6, 4, 2, 3, 1]"
423,O Win,O,6,False,"(0, 1, 2)","[9, 3, 4, 1, 6, 2]"
424,X Win,X,5,False,"(6, 7, 8)","[9, 4, 8, 2, 7]"
425,Draw,None,9,True,None,"[6, 8, 5, 9, 1, 4, 7, 3, 2]"
426,X Win,X,5,False,"(0, 1, 2)","[1, 5, 2, 7, 3]"
427,X Win,X,9,False,"(2, 4, 6)","[8, 1, 4, 9, 3, 2, 5, 6, 7]"
428,X Win,X,9,False,"(0, 1, 2)","[3, 9, 4, 7, 8, 5, 1, 6, 2]"
429,X Win,X,7,False,"(3, 4, 5)","[5, 2, 9, 1, 6, 8, 4]"
430,X Win,X,9,False,"(2, 4, 6)","[9, 2, 4, 8, 7, 1, 5, 6, 3]"
431,X Win,X,7,False,"(0, 1, 2)","[1, 9, 8, 6, 3, 5, 2]"
432,Draw,None,9,True,None,"[5, 2, 7, 9, 1, 4, 8, 3, 6]"
433,X Win,X,7,False,"(0, 1, 2)","[1, 5, 2, 7, 6, 9, 3]"
434,X Win,X,7,False,"(2, 4, 6)","[3, 1, 7, 9, 6, 4, 5]"
435,Draw,None,9,True,None,"[4, 8, 7, 3, 5, 1, 9, 6, 2]"
436,X Win,X,7,False,"(2, 5, 8)","[9, 1, 3, 4, 8, 2, 6]"
437,X Win,X,5,False,"(1, 4, 7)","[2, 9, 8, 4, 5]"
438,O Win,O,6,False,"(1, 4, 7)","[6, 2, 7, 5, 1, 8]"
439,X Win,X,9,False,"(0, 3, 6)","[4, 6, 7, 3, 9, 2, 5, 8, 1]"
440,O Win,O,8,False,"(0, 4, 8)","[4, 5, 2, 1, 8, 3, 6, 9]"
441,X Win,X,7,False,"(0, 1, 2)","[1, 7, 2, 9, 6, 5, 3]"
442,O Win,O,6,False,"(2, 4, 6)","[4, 5, 6, 7, 1, 3]"
443,X Win,X,5,False,"(0, 4, 8)","[5, 2, 1, 4, 9]"
444,X Win,X,5,False,"(0, 3, 6)","[7, 6, 4, 9, 1]"
445,O Win,O,8,False,"(3, 4, 5)","[2, 4, 8, 6, 1, 3, 7, 5]"
446,X Win,X,9,False,"(0, 1, 2)","[4, 6, 3, 5, 8, 7, 2, 9, 1]"
447,X Win,X,7,False,"(2, 5, 8)","[4, 2, 3, 5, 9, 1, 6]"
448,O Win,O,8,False,"(6, 7, 8)","[2, 4, 6, 7, 5, 9, 1, 8]"
449,X Win,X,9,False,"(1, 4, 7)","[4, 9, 3, 6, 5, 1, 2, 7, 8]"
450,O Win,O,8,False,"(3, 4, 5)","[1, 5, 9, 4, 3, 2, 8, 6]"
451,X Win,X,5,False,"(3, 4, 5)","[6, 8, 5, 1, 4]"
452,X Win,X,7,False,"(1, 4, 7)","[5, 3, 1, 7, 8, 4, 2]"
453,X Win,X,7,False,"(0, 4, 8)","[8, 2, 9, 3, 1, 4, 5]"
454,X Win,X,9,False,"(3, 4, 5)","[4, 3, 2, 7, 6, 1, 9, 8, 5]"
455,X Win,X,5,False,"(0, 3, 6)","[1, 3, 4, 9, 7]"
456,O Win,O,8,False,"(3, 4, 5)","[3, 2, 9, 5, 1, 4, 7, 6]"
457,X Win,X,7,False,"(0, 4, 8)","[3, 8, 9, 7, 5, 6, 1]"
458,X Win,X,9,False,"(0, 1, 2)","[7, 8, 2, 4, 3, 5, 6, 9, 1]"
459,X Win,X,7,False,"(2, 5, 8)","[3, 1, 7, 8, 9, 4, 6]"
460,X Win,X,5,False,"(3, 4, 5)","[5, 9, 4, 7, 6]"
461,O Win,O,8,False,"(2, 5, 8)","[1, 3, 5, 7, 4, 9, 2, 6]"
462,X Win,X,7,False,"(3, 4, 5)","[9, 1, 5, 8, 4, 7, 6]"
463,X Win,X,7,False,"(1, 4, 7)","[8, 6, 5, 7, 3, 9, 2]"
464,X Win,X,7,False,"(2, 4, 6)","[3, 1, 5, 8, 4, 2, 7]"
465,Draw,None,9,True,None,"[1, 9, 6, 4, 8, 3, 2, 5, 7]"
466,X Win,X,5,False,"(0, 3, 6)","[4, 6, 7, 9, 1]"
467,X Win,X,9,False,"(0, 4, 8)","[4, 8, 3, 2, 5, 6, 9, 7, 1]"
468,O Win,O,8,False,"(6, 7, 8)","[1, 7, 6, 8, 3, 4, 5, 9]"
469,X Win,X,9,False,"(0, 3, 6)","[3, 9, 1, 2, 4, 6, 8, 5, 7]"
470,X Win,X,9,False,"(0, 4, 8)","[9, 8, 1, 4, 7, 3, 2, 6, 5]"
471,X Win,X,7,False,"(2, 5, 8)","[6, 1, 2, 4, 9, 5, 3]"
472,X Win,X,7,False,"(0, 4, 8)","[9, 6, 1, 4, 7, 2, 5]"
473,X Win,X,5,False,"(1, 4, 7)","[5, 7, 2, 3, 8]"
474,O Win,O,8,False,"(2, 5, 8)","[8, 6, 2, 9, 7, 4, 1, 3]"
475,Draw,None,9,True,None,"[7, 5, 8, 9, 3, 2, 1, 4, 6]"
476,X Win,X,7,False,"(6, 7, 8)","[1, 4, 7, 5, 9, 3, 8]"
477,X Win,X,5,False,"(0, 1, 2)","[2, 9, 3, 5, 1]"
478,O Win,O,8,False,"(1, 4, 7)","[4, 7, 3, 2, 1, 8, 6, 5]"
479,X Win,X,9,False,"(1, 4, 7)","[5, 4, 2, 9, 1, 7, 6, 3, 8]"
480,X Win,X,7,False,"(3, 4, 5)","[1, 8, 5, 9, 6, 3, 4]"
481,Draw,None,9,True,None,"[8, 7, 3, 6, 5, 1, 4, 2, 9]"
482,O Win,O,6,False,"(0, 1, 2)","[8, 2, 9, 1, 5, 3]"
483,X Win,X,9,False,"(6, 7, 8)","[6, 5, 1, 2, 7, 4, 8, 3, 9]"
484,Draw,None,9,True,None,"[9, 2, 4, 7, 8, 6, 5, 1, 3]"
485,Draw,None,9,True,None,"[3, 8, 2, 1, 4, 7, 5, 6, 9]"
486,X Win,X,7,False,"(0, 3, 6)","[9, 5, 7, 3, 4, 2, 1]"
487,O Win,O,8,False,"(6, 7, 8)","[1, 8, 6, 7, 5, 3, 2, 9]"
488,X Win,X,7,False,"(0, 1, 2)","[1, 8, 2, 5, 9, 7, 3]"
489,X Win,X,9,False,"(6, 7, 8)","[2, 1, 4, 5, 7, 3, 8, 6, 9]"
490,O Win,O,8,False,"(0, 4, 8)","[7, 9, 4, 8, 3, 1, 6, 5]"
491,X Win,X,7,False,"(0, 1, 2)","[3, 7, 5, 4, 2, 9, 1]"
492,X Win,X,7,False,"(1, 4, 7)","[5, 9, 4, 3, 2, 7, 8]"
493,X Win,X,9,False,"(0, 4, 8)","[1, 4, 9, 8, 2, 3, 7, 6, 5]"
494,X Win,X,9,False,"(1, 4, 7)","[4, 1, 9, 6, 8, 7, 5, 3, 2]"
495,O Win,O,6,False,"(3, 4, 5)","[8, 5, 1, 6, 2, 4]"
496,X Win,X,7,False,"(0, 1, 2)","[2, 9, 3, 4, 5, 6, 1]"
497,Draw,None,9,True,None,"[1, 8, 2, 9, 6, 4, 7, 3, 5]"
498,X Win,X,7,False,"(0, 4, 8)","[6, 2, 1, 7, 9, 8, 5]"
499,X Win,X,9,False,"(0, 1, 2)","[6, 5, 7, 4, 1, 9, 2, 8, 3]"
500,X Win,X,9,False,"(0, 4, 8)","[3, 2, 1, 8, 4, 7, 9, 6, 5]"
501,X Win,X,7,False,"(0, 4, 8)","[5, 8, 7, 4, 9, 6, 1]"
502,X Win,X,7,False,"(0, 4, 8)","[3, 6, 5, 2, 9, 8, 1]"
503,X Win,X,7,False,"(0, 3, 6)","[7, 6, 8, 2, 1, 9, 4]"
504,O Win,O,8,False,"(1, 4, 7)","[6, 1, 4, 5, 7, 8, 3, 2]"
505,O Win,O,6,False,"(2, 5, 8)","[4, 3, 5, 9, 7, 6]"
506,X Win,X,7,False,"(3, 4, 5)","[5, 8, 6, 9, 1, 3, 4]"
507,X Win,X,7,False,"(0, 3, 6)","[4, 8, 7, 5, 9, 3, 1]"
508,O Win,O,6,False,"(2, 4, 6)","[9, 3, 1, 5, 8, 7]"
509,O Win,O,8,False,"(1, 4, 7)","[3, 1, 4, 5, 6, 2, 7, 8]"
510,X Win,X,9,False,"(1, 4, 7)","[8, 1, 4, 9, 3, 6, 5, 7, 2]"
511,X Win,X,9,False,"(1, 4, 7)","[2, 1, 4, 6, 8, 9, 3, 7, 5]"
512,X Win,X,9,False,"(0, 4, 8)","[6, 3, 9, 4, 1, 7, 2, 8, 5]"
513,O Win,O,8,False,"(1, 4, 7)","[3, 5, 9, 2, 4, 6, 7, 8]"
514,O Win,O,8,False,"(0, 3, 6)","[9, 1, 8, 7, 2, 6, 3, 4]"
515,O Win,O,8,False,"(6, 7, 8)","[1, 5, 4, 8, 6, 7, 3, 9]"
516,Draw,None,9,True,None,"[6, 9, 3, 2, 7, 5, 8, 4, 1]"
517,Draw,None,9,True,None,"[1, 7, 6, 9, 8, 4, 3, 2, 5]"
518,O Win,O,8,False,"(6, 7, 8)","[2, 7, 4, 9, 5, 6, 3, 8]"
519,X Win,X,5,False,"(0, 3, 6)","[4, 3, 7, 2, 1]"
520,X Win,X,7,False,"(0, 3, 6)","[7, 6, 8, 2, 1, 9, 4]"
521,X Win,X,7,False,"(0, 3, 6)","[5, 8, 4, 6, 1, 3, 7]"
522,X Win,X,7,False,"(0, 3, 6)","[4, 9, 7, 3, 8, 5, 1]"
523,X Win,X,7,False,"(6, 7, 8)","[9, 3, 4, 1, 7, 5, 8]"
524,X Win,X,9,False,"(6, 7, 8)","[5, 3, 8, 4, 1, 6, 7, 2, 9]"
525,O Win,O,6,False,"(3, 4, 5)","[7, 6, 3, 4, 9, 5]"
526,O Win,O,6,False,"(0, 1, 2)","[8, 2, 5, 1, 9, 3]"
527,X Win,X,9,False,"(6, 7, 8)","[8, 4, 6, 1, 7, 5, 3, 2, 9]"
528,X Win,X,9,False,"(0, 1, 2)","[3, 5, 4, 7, 9, 8, 1, 6, 2]"
529,X Win,X,9,False,"(2, 4, 6)","[2, 9, 4, 8, 3, 6, 7, 1, 5]"
530,X Win,X,9,False,"(6, 7, 8)","[8, 5, 2, 3, 9, 4, 6, 1, 7]"
531,X Win,X,7,False,"(0, 3, 6)","[7, 8, 4, 5, 6, 9, 1]"
532,O Win,O,8,False,"(2, 4, 6)","[1, 5, 8, 4, 2, 7, 9, 3]"
533,X Win,X,7,False,"(0, 3, 6)","[1, 2, 8, 9, 4, 5, 7]"
534,O Win,O,8,False,"(0, 3, 6)","[6, 5, 2, 1, 8, 7, 3, 4]"
535,Draw,None,9,True,None,"[1, 6, 4, 7, 9, 5, 3, 2, 8]"
536,X Win,X,9,False,"(0, 4, 8)","[8, 6, 9, 2, 3, 7, 1, 4, 5]"
537,O Win,O,8,False,"(0, 3, 6)","[3, 5, 8, 1, 9, 4, 2, 7]"
538,X Win,X,9,False,"(0, 4, 8)","[1, 8, 7, 4, 9, 2, 6, 3, 5]"
539,Draw,None,9,True,None,"[1, 2, 8, 3, 7, 9, 5, 4, 6]"
540,O Win,O,6,False,"(2, 5, 8)","[8, 3, 2, 9, 1, 6]"
541,O Win,O,8,False,"(0, 1, 2)","[7, 2, 8, 6, 4, 3, 5, 1]"
542,X Win,X,9,False,"(2, 4, 6)","[9, 2, 4, 1, 3, 8, 5, 6, 7]"
543,X Win,X,5,False,"(2, 5, 8)","[9, 4, 3, 8, 6]"
544,X Win,X,7,False,"(0, 4, 8)","[5, 3, 1, 8, 7, 4, 9]"
545,X Win,X,7,False,"(1, 4, 7)","[8, 6, 2, 1, 3, 4, 5]"
546,O Win,O,8,False,"(2, 4, 6)","[8, 3, 1, 7, 2, 4, 6, 5]"
547,Draw,None,9,True,None,"[8, 5, 3, 6, 1, 2, 4, 7, 9]"
548,Draw,None,9,True,None,"[6, 7, 4, 9, 1, 2, 3, 5, 8]"
549,Draw,None,9,True,None,"[3, 7, 4, 6, 9, 5, 8, 1, 2]"
550,O Win,O,8,False,"(2, 4, 6)","[6, 3, 1, 7, 8, 9, 4, 5]"
551,X Win,X,9,False,"(0, 4, 8)","[8, 7, 6, 2, 1, 4, 9, 3, 5]"
552,X Win,X,9,False,"(0, 1, 2)","[2, 8, 6, 5, 9, 7, 1, 4, 3]"
553,X Win,X,9,False,"(1, 4, 7)","[1, 4, 6, 7, 2, 9, 5, 3, 8]"
554,X Win,X,9,False,"(1, 4, 7)","[5, 7, 1, 9, 8, 3, 6, 4, 2]"
555,X Win,X,7,False,"(6, 7, 8)","[7, 4, 5, 3, 8, 2, 9]"
556,X Win,X,7,False,"(0, 4, 8)","[1, 2, 8, 4, 9, 7, 5]"
557,X Win,X,7,False,"(2, 4, 6)","[3, 2, 9, 6, 5, 4, 7]"
558,O Win,O,8,False,"(0, 1, 2)","[5, 1, 7, 3, 9, 8, 4, 2]"
559,X Win,X,7,False,"(3, 4, 5)","[2, 9, 5, 7, 6, 1, 4]"
560,O Win,O,8,False,"(2, 5, 8)","[8, 6, 1, 5, 2, 3, 7, 9]"
561,X Win,X,7,False,"(6, 7, 8)","[1, 2, 9, 3, 8, 6, 7]"
562,Draw,None,9,True,None,"[9, 4, 7, 8, 5, 3, 2, 1, 6]"
563,X Win,X,9,False,"(0, 4, 8)","[8, 6, 5, 7, 9, 4, 3, 2, 1]"
564,X Win,X,9,False,"(3, 4, 5)","[2, 3, 9, 8, 4, 1, 6, 7, 5]"
565,X Win,X,9,False,"(6, 7, 8)","[9, 6, 7, 1, 2, 4, 5, 3, 8]"
566,X Win,X,9,False,"(6, 7, 8)","[2, 6, 7, 3, 4, 1, 8, 5, 9]"
567,O Win,O,8,False,"(2, 5, 8)","[4, 7, 1, 6, 2, 3, 8, 9]"
568,O Win,O,6,False,"(0, 1, 2)","[9, 3, 5, 1, 8, 2]"
569,X Win,X,9,False,"(2, 5, 8)","[9, 7, 8, 5, 4, 2, 6, 1, 3]"
570,X Win,X,9,False,"(0, 4, 8)","[2, 8, 7, 6, 9, 4, 5, 3, 1]"
571,O Win,O,6,False,"(2, 5, 8)","[4, 6, 5, 3, 7, 9]"
572,X Win,X,5,False,"(2, 5, 8)","[3, 4, 6, 8, 9]"
573,X Win,X,9,False,"(3, 4, 5)","[5, 7, 8, 9, 6, 2, 1, 3, 4]"
574,O Win,O,8,False,"(0, 4, 8)","[6, 3, 8, 9, 2, 5, 7, 1]"
575,X Win,X,5,False,"(3, 4, 5)","[6, 9, 5, 7, 4]"
576,X Win,X,9,False,"(2, 5, 8)","[9, 5, 8, 4, 1, 2, 3, 7, 6]"
577,X Win,X,7,False,"(0, 4, 8)","[1, 2, 4, 6, 5, 8, 9]"
578,O Win,O,8,False,"(0, 1, 2)","[5, 3, 9, 1, 6, 4, 8, 2]"
579,X Win,X,9,False,"(1, 4, 7)","[6, 9, 1, 7, 8, 3, 5, 4, 2]"
580,O Win,O,8,False,"(3, 4, 5)","[9, 5, 7, 8, 1, 6, 3, 4]"
581,X Win,X,7,False,"(1, 4, 7)","[6, 1, 2, 9, 5, 4, 8]"
582,X Win,X,9,False,"(2, 4, 6)","[8, 4, 7, 9, 3, 2, 6, 1, 5]"
583,X Win,X,7,False,"(6, 7, 8)","[8, 3, 7, 1, 4, 5, 9]"
584,X Win,X,7,False,"(6, 7, 8)","[9, 2, 5, 1, 7, 6, 8]"
585,X Win,X,9,False,"(3, 4, 5)","[5, 3, 2, 8, 6, 1, 7, 9, 4]"
586,O Win,O,8,False,"(6, 7, 8)","[1, 4, 5, 8, 2, 7, 6, 9]"
587,O Win,O,8,False,"(2, 4, 6)","[2, 7, 6, 3, 4, 1, 9, 5]"
588,O Win,O,8,False,"(3, 4, 5)","[7, 8, 1, 4, 3, 5, 9, 6]"
589,X Win,X,5,False,"(2, 5, 8)","[6, 7, 3, 2, 9]"
590,X Win,X,5,False,"(0, 4, 8)","[9, 8, 5, 7, 1]"
591,X Win,X,7,False,"(0, 4, 8)","[2, 7, 5, 3, 9, 4, 1]"
592,Draw,None,9,True,None,"[6, 8, 9, 1, 5, 4, 7, 3, 2]"
593,X Win,X,7,False,"(0, 4, 8)","[9, 6, 5, 7, 4, 8, 1]"
594,X Win,X,9,False,"(2, 5, 8)","[5, 4, 3, 8, 1, 2, 6, 7, 9]"
595,X Win,X,9,False,"(2, 5, 8)","[4, 5, 9, 8, 6, 1, 2, 7, 3]"
